control	depth	Sequence_Identity	Algorithm	False_Point	True_Point	Spiked_Number	minimum_read_support	FDR	Precision	Recall	F1	Sensitivity
negative	100GB	85%	FusionSeeker	3	0	400	225	1	0	0	NA	0
negative	100GB	85%	Genion	2	0	400	225	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	5	0	400	225	1	0	0	NA	0
negative	100GB	90%	Genion	1	0	400	225	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	6	0	400	225	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	225	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	4	0	400	225	1	0	0	NA	0
positive	100GB	85%	Genion	2	0	400	225	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	5	0	400	225	1	0	0	NA	0
positive	100GB	90%	Genion	1	0	400	225	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	9	1	400	225	0.9	0.1	0.0025	0.004878048780487805	0.0025
negative	100GB	85%	CTAT-LR-Fusion	1	0	400	222	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	3	0	400	222	1	0	0	NA	0
negative	100GB	85%	Genion	2	0	400	222	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	5	0	400	222	1	0	0	NA	0
negative	100GB	90%	Genion	1	0	400	222	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	6	0	400	222	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	222	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	5	0	400	222	1	0	0	NA	0
positive	100GB	85%	Genion	2	0	400	222	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	5	0	400	222	1	0	0	NA	0
positive	100GB	90%	Genion	1	0	400	222	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	9	1	400	222	0.9	0.1	0.0025	0.004878048780487805	0.0025
negative	100GB	85%	CTAT-LR-Fusion	1	0	400	218	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	3	0	400	218	1	0	0	NA	0
negative	100GB	85%	Genion	2	0	400	218	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	5	0	400	218	1	0	0	NA	0
negative	100GB	90%	Genion	1	0	400	218	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	6	0	400	218	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	218	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	5	0	400	218	1	0	0	NA	0
positive	100GB	85%	Genion	2	0	400	218	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	5	0	400	218	1	0	0	NA	0
positive	100GB	90%	Genion	1	0	400	218	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	10	1	400	218	0.9090909090909091	0.09090909090909091	0.0025	0.004866180048661801	0.0025
positive	10GB	95%	FusionSeeker	1	0	400	218	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	1	0	400	214	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	3	0	400	214	1	0	0	NA	0
negative	100GB	85%	Genion	2	0	400	214	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	5	0	400	214	1	0	0	NA	0
negative	100GB	90%	Genion	1	0	400	214	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	6	0	400	214	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	214	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	5	0	400	214	1	0	0	NA	0
positive	100GB	85%	Genion	2	0	400	214	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	6	0	400	214	1	0	0	NA	0
positive	100GB	90%	Genion	1	0	400	214	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	10	1	400	214	0.9090909090909091	0.09090909090909091	0.0025	0.004866180048661801	0.0025
positive	10GB	95%	FusionSeeker	1	0	400	214	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	1	0	400	209	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	3	0	400	209	1	0	0	NA	0
negative	100GB	85%	Genion	2	0	400	209	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	5	0	400	209	1	0	0	NA	0
negative	100GB	90%	Genion	1	0	400	209	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	6	0	400	209	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	209	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	209	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	209	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	5	0	400	209	1	0	0	NA	0
positive	100GB	85%	Genion	2	0	400	209	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	6	0	400	209	1	0	0	NA	0
positive	100GB	90%	Genion	1	0	400	209	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	10	1	400	209	0.9090909090909091	0.09090909090909091	0.0025	0.004866180048661801	0.0025
positive	10GB	95%	FusionSeeker	1	0	400	209	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	1	0	400	203	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	3	0	400	203	1	0	0	NA	0
negative	100GB	85%	Genion	2	0	400	203	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	5	0	400	203	1	0	0	NA	0
negative	100GB	90%	Genion	1	0	400	203	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	6	0	400	203	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	203	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	203	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	203	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	6	0	400	203	1	0	0	NA	0
positive	100GB	85%	Genion	2	0	400	203	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	6	0	400	203	1	0	0	NA	0
positive	100GB	90%	Genion	1	0	400	203	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	10	1	400	203	0.9090909090909091	0.09090909090909091	0.0025	0.004866180048661801	0.0025
positive	10GB	95%	FusionSeeker	1	0	400	203	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	1	0	400	201	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	5	0	400	201	1	0	0	NA	0
negative	100GB	85%	Genion	2	0	400	201	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	5	0	400	201	1	0	0	NA	0
negative	100GB	90%	Genion	1	0	400	201	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	6	0	400	201	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	201	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	201	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	201	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	6	0	400	201	1	0	0	NA	0
positive	100GB	85%	Genion	2	0	400	201	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	6	0	400	201	1	0	0	NA	0
positive	100GB	90%	Genion	1	0	400	201	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	10	1	400	201	0.9090909090909091	0.09090909090909091	0.0025	0.004866180048661801	0.0025
positive	10GB	95%	FusionSeeker	1	0	400	201	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	1	0	400	200	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	5	0	400	200	1	0	0	NA	0
negative	100GB	85%	Genion	2	0	400	200	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	5	0	400	200	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	200	1	0	0	NA	0
negative	100GB	90%	Genion	1	0	400	200	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	6	0	400	200	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	200	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	200	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	200	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	6	0	400	200	1	0	0	NA	0
positive	100GB	85%	Genion	2	0	400	200	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	6	0	400	200	1	0	0	NA	0
positive	100GB	90%	Genion	1	0	400	200	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	10	1	400	200	0.9090909090909091	0.09090909090909091	0.0025	0.004866180048661801	0.0025
positive	10GB	95%	FusionSeeker	1	0	400	200	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	1	0	400	197	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	5	0	400	197	1	0	0	NA	0
negative	100GB	85%	Genion	2	0	400	197	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	6	0	400	197	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	197	1	0	0	NA	0
negative	100GB	90%	Genion	1	0	400	197	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	6	0	400	197	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	197	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	197	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	197	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	6	0	400	197	1	0	0	NA	0
positive	100GB	85%	Genion	2	0	400	197	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	6	0	400	197	1	0	0	NA	0
positive	100GB	90%	Genion	1	0	400	197	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	11	1	400	197	0.9166666666666666	0.08333333333333333	0.0025	0.0048543689320388345	0.0025
positive	10GB	95%	FusionSeeker	1	0	400	197	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	1	0	400	196	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	5	0	400	196	1	0	0	NA	0
negative	100GB	85%	Genion	2	0	400	196	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	6	0	400	196	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	196	1	0	0	NA	0
negative	100GB	90%	Genion	1	0	400	196	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	6	0	400	196	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	196	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	196	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	196	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	6	0	400	196	1	0	0	NA	0
positive	100GB	85%	Genion	2	0	400	196	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	6	0	400	196	1	0	0	NA	0
positive	100GB	90%	Genion	1	0	400	196	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	12	1	400	196	0.9230769230769231	0.07692307692307693	0.0025	0.004842615012106538	0.0025
positive	10GB	95%	FusionSeeker	1	0	400	196	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	1	0	400	195	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	5	0	400	195	1	0	0	NA	0
negative	100GB	85%	Genion	2	0	400	195	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	6	0	400	195	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	195	1	0	0	NA	0
negative	100GB	90%	Genion	1	0	400	195	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	6	0	400	195	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	195	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	195	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	195	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	6	0	400	195	1	0	0	NA	0
positive	100GB	85%	Genion	2	0	400	195	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	7	0	400	195	1	0	0	NA	0
positive	100GB	90%	Genion	1	0	400	195	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	12	1	400	195	0.9230769230769231	0.07692307692307693	0.0025	0.004842615012106538	0.0025
positive	10GB	95%	FusionSeeker	1	0	400	195	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	1	0	400	192	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	5	0	400	192	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	192	1	0	0	NA	0
negative	100GB	85%	Genion	2	0	400	192	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	6	0	400	192	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	192	1	0	0	NA	0
negative	100GB	90%	Genion	1	0	400	192	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	6	0	400	192	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	192	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	192	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	192	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	6	0	400	192	1	0	0	NA	0
positive	100GB	85%	Genion	2	0	400	192	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	7	0	400	192	1	0	0	NA	0
positive	100GB	90%	Genion	1	0	400	192	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	12	1	400	192	0.9230769230769231	0.07692307692307693	0.0025	0.004842615012106538	0.0025
positive	10GB	95%	FusionSeeker	1	0	400	192	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	1	0	400	191	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	5	0	400	191	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	191	1	0	0	NA	0
negative	100GB	85%	Genion	2	0	400	191	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	6	0	400	191	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	191	1	0	0	NA	0
negative	100GB	90%	Genion	1	0	400	191	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	6	0	400	191	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	191	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	191	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	191	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	6	0	400	191	1	0	0	NA	0
positive	100GB	85%	Genion	3	0	400	191	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	7	0	400	191	1	0	0	NA	0
positive	100GB	90%	Genion	1	0	400	191	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	12	1	400	191	0.9230769230769231	0.07692307692307693	0.0025	0.004842615012106538	0.0025
positive	10GB	95%	FusionSeeker	1	0	400	191	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	1	0	400	189	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	5	0	400	189	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	189	1	0	0	NA	0
negative	100GB	85%	Genion	3	0	400	189	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	6	0	400	189	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	189	1	0	0	NA	0
negative	100GB	90%	Genion	1	0	400	189	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	6	0	400	189	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	189	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	189	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	189	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	6	0	400	189	1	0	0	NA	0
positive	100GB	85%	Genion	3	0	400	189	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	7	0	400	189	1	0	0	NA	0
positive	100GB	90%	Genion	1	0	400	189	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	12	1	400	189	0.9230769230769231	0.07692307692307693	0.0025	0.004842615012106538	0.0025
positive	10GB	95%	FusionSeeker	1	0	400	189	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	1	0	400	187	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	5	0	400	187	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	187	1	0	0	NA	0
negative	100GB	85%	Genion	3	0	400	187	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	6	0	400	187	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	187	1	0	0	NA	0
negative	100GB	90%	Genion	1	0	400	187	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	6	0	400	187	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	187	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	187	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	187	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	6	0	400	187	1	0	0	NA	0
positive	100GB	85%	Genion	3	0	400	187	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	7	0	400	187	1	0	0	NA	0
positive	100GB	90%	Genion	1	0	400	187	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	12	1	400	187	0.9230769230769231	0.07692307692307693	0.0025	0.004842615012106538	0.0025
positive	10GB	90%	FusionSeeker	1	0	400	187	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	187	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	1	0	400	185	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	5	0	400	185	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	185	1	0	0	NA	0
negative	100GB	85%	Genion	3	0	400	185	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	6	0	400	185	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	185	1	0	0	NA	0
negative	100GB	90%	Genion	1	0	400	185	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	6	0	400	185	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	185	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	185	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	185	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	6	0	400	185	1	0	0	NA	0
positive	100GB	85%	Genion	3	0	400	185	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	8	0	400	185	1	0	0	NA	0
positive	100GB	90%	Genion	1	0	400	185	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	12	1	400	185	0.9230769230769231	0.07692307692307693	0.0025	0.004842615012106538	0.0025
positive	10GB	90%	FusionSeeker	1	0	400	185	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	185	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	1	0	400	182	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	5	0	400	182	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	182	1	0	0	NA	0
negative	100GB	85%	Genion	3	0	400	182	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	7	0	400	182	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	182	1	0	0	NA	0
negative	100GB	90%	Genion	1	0	400	182	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	6	0	400	182	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	182	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	182	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	182	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	6	0	400	182	1	0	0	NA	0
positive	100GB	85%	GFSeeker	1	0	400	182	1	0	0	NA	0
positive	100GB	85%	Genion	3	0	400	182	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	8	0	400	182	1	0	0	NA	0
positive	100GB	90%	Genion	1	0	400	182	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	12	1	400	182	0.9230769230769231	0.07692307692307693	0.0025	0.004842615012106538	0.0025
positive	10GB	90%	FusionSeeker	1	0	400	182	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	182	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	1	0	400	180	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	5	0	400	180	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	180	1	0	0	NA	0
negative	100GB	85%	Genion	3	0	400	180	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	7	0	400	180	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	180	1	0	0	NA	0
negative	100GB	90%	Genion	1	0	400	180	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	6	0	400	180	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	180	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	180	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	180	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	6	0	400	180	1	0	0	NA	0
positive	100GB	85%	GFSeeker	1	0	400	180	1	0	0	NA	0
positive	100GB	85%	Genion	3	0	400	180	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	8	0	400	180	1	0	0	NA	0
positive	100GB	90%	Genion	1	0	400	180	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	13	1	400	180	0.9285714285714286	0.07142857142857142	0.0025	0.004830917874396135	0.0025
positive	10GB	90%	FusionSeeker	1	0	400	180	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	180	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	1	0	400	179	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	5	0	400	179	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	179	1	0	0	NA	0
negative	100GB	85%	Genion	3	0	400	179	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	7	0	400	179	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	179	1	0	0	NA	0
negative	100GB	90%	Genion	1	0	400	179	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	6	0	400	179	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	179	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	179	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	179	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	6	0	400	179	1	0	0	NA	0
positive	100GB	85%	GFSeeker	1	0	400	179	1	0	0	NA	0
positive	100GB	85%	Genion	3	0	400	179	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	179	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	8	0	400	179	1	0	0	NA	0
positive	100GB	90%	Genion	1	0	400	179	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	13	1	400	179	0.9285714285714286	0.07142857142857142	0.0025	0.004830917874396135	0.0025
positive	10GB	90%	FusionSeeker	1	0	400	179	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	179	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	1	0	400	177	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	5	0	400	177	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	177	1	0	0	NA	0
negative	100GB	85%	Genion	3	0	400	177	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	7	0	400	177	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	177	1	0	0	NA	0
negative	100GB	90%	Genion	1	0	400	177	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	7	0	400	177	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	177	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	177	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	177	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	7	0	400	177	1	0	0	NA	0
positive	100GB	85%	GFSeeker	1	0	400	177	1	0	0	NA	0
positive	100GB	85%	Genion	3	0	400	177	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	177	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	9	0	400	177	1	0	0	NA	0
positive	100GB	90%	Genion	1	0	400	177	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	13	1	400	177	0.9285714285714286	0.07142857142857142	0.0025	0.004830917874396135	0.0025
positive	10GB	90%	FusionSeeker	1	0	400	177	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	177	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	1	0	400	175	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	5	0	400	175	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	175	1	0	0	NA	0
negative	100GB	85%	Genion	3	0	400	175	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	7	0	400	175	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	175	1	0	0	NA	0
negative	100GB	90%	Genion	1	0	400	175	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	7	0	400	175	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	175	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	175	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	175	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	7	0	400	175	1	0	0	NA	0
positive	100GB	85%	GFSeeker	1	0	400	175	1	0	0	NA	0
positive	100GB	85%	Genion	3	0	400	175	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	175	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	9	0	400	175	1	0	0	NA	0
positive	100GB	90%	Genion	1	0	400	175	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	14	1	400	175	0.9333333333333333	0.06666666666666667	0.0025	0.0048192771084337345	0.0025
positive	10GB	90%	FusionSeeker	1	0	400	175	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	175	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	1	0	400	172	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	5	0	400	172	1	0	0	NA	0
negative	100GB	85%	GFSeeker	1	0	400	172	1	0	0	NA	0
negative	100GB	85%	Genion	3	0	400	172	1	0	0	NA	0
negative	100GB	90%	FusionSeeker	7	0	400	172	1	0	0	NA	0
negative	100GB	90%	GFSeeker	1	0	400	172	1	0	0	NA	0
negative	100GB	90%	Genion	1	0	400	172	1	0	0	NA	0
negative	100GB	95%	FusionSeeker	7	0	400	172	1	0	0	NA	0
negative	10GB	90%	FusionSeeker	1	0	400	172	1	0	0	NA	0
negative	10GB	95%	FusionSeeker	1	0	400	172	1	0	0	NA	0
positive	100GB	85%	CTAT-LR-Fusion	1	0	400	172	1	0	0	NA	0
positive	100GB	85%	FusionSeeker	8	0	400	172	1	0	0	NA	0
positive	100GB	85%	GFSeeker	1	0	400	172	1	0	0	NA	0
positive	100GB	85%	Genion	3	0	400	172	1	0	0	NA	0
positive	100GB	90%	CTAT-LR-Fusion	1	0	400	172	1	0	0	NA	0
positive	100GB	90%	FusionSeeker	9	0	400	172	1	0	0	NA	0
positive	100GB	90%	Genion	1	0	400	172	1	0	0	NA	0
positive	100GB	95%	FusionSeeker	14	1	400	172	0.9333333333333333	0.06666666666666667	0.0025	0.0048192771084337345	0.0025
positive	10GB	90%	FusionSeeker	1	0	400	172	1	0	0	NA	0
positive	10GB	95%	FusionSeeker	1	0	400	172	1	0	0	NA	0
negative	100GB	85%	CTAT-LR-Fusion	2	0	400	171	1	0	0	NA	0
negative	100GB	85%	FusionSeeker	6	0	400	171	1	0	0	NA	0
