sample	contig	fusion.genes	spanning.reads	classification	recall_category	control	depth	Sequence_Identity	fusionType
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	2e833afb-505f-9bda-f31b-120ed37940ba	ASPN:RPP40	4	HighConfidence	Partial_Recall	positive	100GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	319d969b-28c5-7d73-63c2-1b83ab897056	SLC35F4:GUSBP2	4	HighConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	af6dfb3c-d9b8-1dcc-d36e-348f47d3f4e3	FAM174B:CPA4	4	HighConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_10GB_nanopore2023_Q90.fastq	0736da03-5008-2552-0202-9bd6af76da01	ENSG00000254485:SRGAP3	3	HighConfidence	False_Call	negative	10GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_10GB_nanopore2023_Q95.fastq	0736da03-5008-2552-0202-9bd6af76da01	ENSG00000254485:SRGAP3	3	HighConfidence	False_Call	negative	10GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	091e3b3d-9e4f-c090-1ad4-263768b45e77	ENSG00000254485:SRGAP3	3	HighConfidence	False_Call	positive	10GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.fastq	7b0aa555-0e11-f422-54e3-7b26f455ad83	SAMD5:ENSG00000227681	3	HighConfidence	False_Call	negative	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	0057cf24-7602-1d67-10bf-cc80774dbe5b	SAMD5:ENSG00000227681	3	HighConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	9eda98cb-6038-6bc9-c69a-56ecf5b1bf01	LINC00595:ENSG00000282863	3	HighConfidence	False_Call	positive	10GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	77f3f0f1-ae71-7b9d-f119-213657c71f3e	RARS2:SLC25A27	3	HighConfidence	True_Recall	positive	100GB	85%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.fastq	b05b6d0e-7150-3cc0-d03a-15af66d0505f	EEF1A1:ALB	3	HighConfidence	False_Call	negative	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	2057490e-8376-f37e-6a9a-569b0526f69e	FTH1:FTL	3	HighConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	b1ce15d3-6c94-c4ec-6062-d2f5b39f6fcf	BTK:GOLGA8F	3	HighConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	2e833afb-505f-9bda-f31b-120ed37940ba	ASPN:RPP40	3	HighConfidence	Partial_Recall	positive	10GB	85%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	3ac527ae-ea7c-0ed3-a39b-318f3eef552d	RPL13:FTL	3	HighConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	6dd51ce5-59dc-8b51-d785-88e2886b2eb8	FTL:SERPINA1	3	HighConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	23db6fce-6063-aaf7-4c61-55abfe5c196f	ALB:FTL	3	HighConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	65819ee0-6f63-8549-1cb9-879c4ee42807	FTL:ALB	3	HighConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	5d3b1794-0a98-f74b-173b-15943a88a436	FABP6:ENSG00000231530	3	HighConfidence	Partial_Recall	positive	100GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	622ccaac-c5ac-1a94-7eb6-ab9ffae44e37	ENSG00000273471:GSAP	3	HighConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	7adcc686-9c8c-2d0d-56a3-e0cd80c81d08	PTBP3:FAM66C	3	HighConfidence	True_Recall	positive	100GB	90%	hybrid
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q90.fastq	2eac3ba9-cb97-76ec-e0bf-83b1fde52fbf	RNF216:LRRC18	3	HighConfidence	Partial_Recall	positive	10GB	90%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	0e15035b-9402-a006-7e05-1416a51df65b	FTH1:FTL	3	HighConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	99671f24-3d24-a43a-997b-5e1a306362bf	FTL:RPLP1	3	HighConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	5528120b-5186-c0b3-2f69-8dfd9a0a5ce0	SRD5A2:VAC14	3	HighConfidence	Partial_Recall	positive	10GB	95%	truncated_tri_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q95.fastq	ad48327d-44a0-8aff-081e-2e8f51a26a36	ENSG00000223634:LINC02923	2	HighConfidence	True_Recall	positive	1GB	95%	read_through
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	0057cf24-7602-1d67-10bf-cc80774dbe5b	SAMD5:ENSG00000227681	2	HighConfidence	False_Call	positive	10GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_10GB_nanopore2023_Q90.fastq	9f34c46f-8015-5100-614b-83f10cca91da	SAMD5:ENSG00000227681	2	HighConfidence	False_Call	negative	10GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_10GB_nanopore2023_Q95.fastq	9f34c46f-8015-5100-614b-83f10cca91da	SAMD5:ENSG00000227681	2	HighConfidence	False_Call	negative	10GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	9a2d1a93-3d6c-2884-6a0b-844a65023c8d	SATB1:TBC1D5	2	HighConfidence	False_Call	positive	10GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	5ce01bec-80a5-da86-e1aa-06d1c8c726f3	FTL:RPS16	2	HighConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	fda20b97-0beb-c41a-05cf-8a6e3dbb6d40	FTL:GDF15	2	HighConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq	0f4cc130-bc0c-a492-6bb1-ac0589c89a48	ENSG00000290419:TK2	2	HighConfidence	False_Call	positive	10GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q85.fastq	10b85fc8-2264-dcb2-3fc7-67e19311bac7	LINC01227:KRBOX5	2	HighConfidence	True_Recall	positive	10GB	85%	intra_chromosome
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.fastq	35ad8a26-83f4-0bdb-84e8-3a256d8a12f8	EEF1A1:AMBP	2	HighConfidence	False_Call	negative	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.fastq	21cd903f-ddc8-f379-ec06-9ce16fd8c55e	FTL:RHOB	2	HighConfidence	False_Call	negative	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.fastq	4171abc6-43df-08e8-3e9c-fa1fa17092f5	AHSG:FTL	2	HighConfidence	False_Call	negative	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q85.fastq	143ace78-1c58-1f5f-5f0f-94b00707bae4	ALB:FAU	2	HighConfidence	False_Call	negative	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	8f8951a0-261e-5f3f-387f-a8a77a987d93	RPLP0:FTL	2	HighConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	6299e30e-af65-6390-dbd2-56e0ddc8a5f5	RPLP0:FTL	2	HighConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q85.fastq	22f42dee-28f2-b10a-40f9-d642d870b2dc	ALB:RPS19	2	HighConfidence	False_Call	positive	100GB	85%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	17b341cf-e3e0-7111-65f6-7f5b5af03c1a	FTH1:TF	2	HighConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	48cc173b-1833-6f23-1f94-7c25d72c7254	GPX2:RPL31	2	HighConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	1e57217d-272b-25f9-33e8-9ad829e31437	SERPINA1:ATP5F1B	2	HighConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	825db1ee-3b5b-be48-701f-172e2eed06bc	CRLF1:TMSB10	2	HighConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	0f4e410a-cd41-deaf-ee6f-cd9a1948dccc	FTL:RPS18	2	HighConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	c326b661-1740-c847-5a52-4db85fa60614	ENSG00000251357:NME1	2	HighConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	21746181-1e25-e73f-d38a-b22e1c6dae71	RPL3:CST3	2	HighConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	4a550016-f305-dfb8-780e-f53660ec3bf7	PPIB:RPL13	2	HighConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	1cdbfb64-0f1b-486f-6973-fba3219ac29f	RPL27:EEF1A1	2	HighConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	3ae5dbd5-8c50-3307-648f-d9b0a752eed8	FTL:PFN1	2	HighConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	a0d84b86-9f40-c1f2-f194-1bb62d94b8f4	ALB:RPLP0	2	HighConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	dfa4b0be-3ce9-9267-e5db-47cf90dd9825	ALB:SERPINA3	2	HighConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	2111939d-2968-0133-20db-df632b824378	RPS18:APOA1	2	HighConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	1ac6aa12-314f-6afe-28e2-5bac169ec411	RPL10A:ALB	2	HighConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q90.fastq	e88000b4-a20b-da1e-de8c-ef4d456bc197	EEF1A1:FTL	2	HighConfidence	False_Call	negative	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	d7dfc740-fdcc-f5aa-2f0b-182ef7ff09a8	RPS3:ALB	2	HighConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	ad723fe1-7ff6-8434-5551-1bc6ec9bd3d4	AFP:RPL13	2	HighConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	30cfbbed-7471-271b-d6cf-1a36f120a35b	EEF1A1:FTH1	2	HighConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	63465ed2-b33d-5378-b320-06730c480da7	AMBP:FTL	2	HighConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	0e5178b7-4e7d-8982-2d52-e6e57c7209e1	RPLP0:SERPINA1	2	HighConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	7b013db3-a7dd-9cc0-2182-05dfc8584905	RPLP0:ALB	2	HighConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	f410b369-39b8-9abe-8cc6-4db655e2cbdf	FTL:RPLP2	2	HighConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	3e18a5b1-c590-83f7-02a9-afb8a3772974	TRIB3:AHSG	2	HighConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	0a58faab-91da-0c02-ad46-122a5dd35666	ZFAS1:ALB	2	HighConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	09939433-c1ab-2601-5f94-94151c43b88e	GNAS:APOA1	2	HighConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	d87426a5-c9c8-a719-4b71-195754da56d4	EEF1B2:FTL	2	HighConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	1f1da3fa-b47d-8f59-cf3f-b5eeed8331fe	ALB:ATF4	2	HighConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	32c84654-c046-0f79-08d4-eafc8c68a163	RPL10A:RPL31	2	HighConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	ac4857e1-3474-d78a-31bc-f7916dbd8ffa	EEF1A1:ALB	2	HighConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q90.fastq	9fc11cb9-ca7e-0d55-7d94-81f95d7fa90f	GPC3:FTL	2	HighConfidence	False_Call	positive	100GB	90%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	4e7d134e-7f56-15be-f863-300915f9ac6d	ERH:AMBP	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	87da550f-7161-6a6e-74e3-cc99dfa7dbfe	SERPINA1:FTL	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	177a3e36-bbf1-8a5a-6e5e-2a92a2534732	SERPINA1:RPS21	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	73a3a6b2-2cb5-071f-9844-9bf55ecd3360	SERPINA1:ALB	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	5b0e5536-b572-a2aa-3c61-17585bfc8533	FTL:RPS29	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	1ca04326-c082-7625-dfc8-540976f7dcd9	FTL:ALB	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	41a85757-c15d-41b0-fda3-6661365b816d	FTL:RPS18	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	1ea7bb24-9bf8-4852-2318-0540b1fc8f6f	RPL3:ALB	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	6a8af757-6d23-a7ec-5f01-ddabd818d030	RPS3A:AHSG	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	5f903d78-6c3f-e0ad-fbe1-c897112cb0e8	ALB:FTL	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	19a51590-1ab7-6c1c-3c96-324f3713a724	AFP:SERPINA3	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	2fdcbe5e-48fc-191a-a29e-91e59897d242	RPS10:SERPINA1	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	6be37f5c-67ec-5ea5-1705-6cc5695c6974	RPL8:SERPINA1	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	9803f6f6-0435-3adf-b13e-c809e2c5503b	DUSP9:FTL	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	0f19675f-0d3e-ec52-f9e3-d3700579015d	RPL11:COX7A2	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	ad254d1e-57e7-2076-44ec-f5723e460720	SERPINA3:ALB	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	1507052a-dff9-a4db-11b4-aed4d3060947	BCAM:ALB	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	078cad8f-c96b-ac5b-4fa8-1d536d15f854	FTL:EEF1B2	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	8beffb60-49ae-c915-c7f1-da75851aa379	RPL13A:HSPA5	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	9a2d5534-82a2-fcca-f42e-90ee431080f8	RPL3:SERPINA3	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	6ccf90a4-e638-7e5d-5f6f-d3ba50998e83	RPL3:NQO1	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	d5e0e337-75ec-28d8-1fc1-dd6f9e7fc155	ALB:RPL23A	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	a1021a87-47d4-d63f-e18d-22f8f461f30a	ALB:NME2	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Simulated_100GB_nanopore2023_Q95.fastq	b23e70ad-c714-f9ff-2482-0a374a0c9d3b	RPS18:TF	2	HighConfidence	False_Call	negative	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	299f2dd9-4207-8f79-df21-8e3258328889	EEF1G:FTL	2	HighConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	3116bfac-4f52-8fb4-a3d5-a5109d55a073	RPLP2:RPL27	2	HighConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	9418dd47-463d-bf3a-dd7f-57f71eddf928	RPL13:FTH1	2	HighConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	069b455e-0aaf-1b29-6e33-28d2dcd0faf9	RPS19:AFP	2	HighConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	4156e3d8-5c48-16c5-ef00-14780d531ce1	FTL:NME1	2	HighConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	b11881f7-3e48-a109-c1d0-81baa33c8fce	ALB:RPL37A	2	HighConfidence	False_Call	positive	100GB	95%	false_fusion
jaffal_results_porechopped_sim_dataporechoptrimmed_Adapter_Spiked_Simulated_100GB_nanopore2023_Q95.fastq	40a0dffb-31b1-7b81-8ea0-76ae9deb971a	EEF1A1:FTL	2	HighConfidence	False_Call	positive	100GB	95%	false_fusion
