library_type	Platform	RNA_sample	Algorithm	Gene	degree
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000141759	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000142089	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000142186	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000142188	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000142192	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000142207	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000142409	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000142453	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000142534	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000142541	9
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000142676	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000142751	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000142864	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000142867	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000142875	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000142892	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000142937	4
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143106	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143153	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143155	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143256	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143258	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143319	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143321	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143353	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143368	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143374	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143379	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143401	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143420	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143436	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143549	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143569	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143570	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143575	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143612	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143621	4
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143641	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143643	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143653	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143727	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143742	4
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143748	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143751	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143756	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143761	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143771	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143776	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143799	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143815	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143870	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143889	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143933	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000143947	5
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000144021	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000144182	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000144199	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000144224	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000144228	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000144231	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000144320	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000144381	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000144395	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000144451	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000144554	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000144566	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000144635	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000144647	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000144713	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000145012	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000145022	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000145192	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000145216	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000145287	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000145332	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000145335	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000145375	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000145494	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000145592	4
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000145604	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000145734	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000145916	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000146007	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000146223	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000146267	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000146278	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000146425	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000146433	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000146457	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000146540	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000146648	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000146701	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000146731	4
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000146733	7
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000147123	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000147140	5
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000147155	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000147257	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000147274	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000147403	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000147471	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000147535	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000147601	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000147604	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000147684	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000147789	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000147872	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000147889	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000147905	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000147912	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000147955	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000148120	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000148175	6
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000148296	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000148303	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000148308	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000148335	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000148337	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000148396	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000148730	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000148773	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000148841	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000148942	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000148943	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000148950	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000149131	4
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000149182	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000149187	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000149257	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000149273	7
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000149346	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000149357	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000149428	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000149480	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000149483	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000149532	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000149541	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000149742	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000149806	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000149923	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000149925	4
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000149930	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000150316	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000150459	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000150540	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000150593	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000150687	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000150753	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000150764	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000150782	5
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000150991	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000151092	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000151131	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000151176	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000151287	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000151366	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000151388	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000151413	10
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000151552	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000151632	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000151655	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000151694	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000152061	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000152082	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000152234	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000152291	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000152443	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000152518	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000152558	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000152620	7
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000152795	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000152804	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000152952	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000153048	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000153130	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000153187	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000153207	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000153560	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000153774	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000153814	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000153827	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000153936	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000154059	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000154080	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000154240	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000154380	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000154473	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000154518	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000154548	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000154582	4
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000154723	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000154813	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000154889	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000155097	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000155115	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000155329	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000155368	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000155506	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000155621	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000155660	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000155906	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000156017	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000156030	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000156096	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000156110	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000156256	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000156261	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000156298	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000156304	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000156467	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000156471	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000156482	4
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000156508	5
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000156642	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000156976	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000157014	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000157020	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000157106	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000157110	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000157227	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000157637	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000157778	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000157800	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000157823	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000157895	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000158019	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000158042	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000158092	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000158417	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000158526	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000158604	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000158710	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000158828	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000158864	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000158874	31
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000159063	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000159131	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000159199	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000159322	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000159335	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000159352	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000159377	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000159403	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000159445	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000159479	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000159720	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000160014	7
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000160049	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000160201	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000160293	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000160305	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000160318	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000160584	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000160588	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000160633	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000160741	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000160752	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000160785	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000160813	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000160917	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000161011	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000161013	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000161016	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000161249	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000161682	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000161904	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000161921	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000161939	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000161960	7
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000161970	6
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000161980	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000161999	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000162066	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000162105	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000162144	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000162148	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000162244	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000162368	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000162377	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000162402	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000162430	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000162545	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000162613	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000162664	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000162702	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000162704	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000162735	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000162779	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000162813	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000162819	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000162909	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000162910	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000162972	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163032	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163041	6
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163157	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163159	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163191	4
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163214	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163257	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163263	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163378	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163382	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163399	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163428	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163463	4
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163466	4
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163468	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163527	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163586	6
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163605	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163631	16
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163655	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163694	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163832	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163931	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163935	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163956	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163964	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000163993	5
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164022	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164032	4
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164040	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164104	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164120	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164167	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164168	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164175	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164182	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164211	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164220	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164266	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164294	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164329	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164347	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164405	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164406	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164466	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164535	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164548	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164587	4
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164610	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164687	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164713	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164715	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164733	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164828	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164889	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164897	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164924	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000164944	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165006	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165030	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165055	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165092	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165118	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165119	6
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165156	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165233	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165280	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165283	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165389	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165392	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165416	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165434	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165502	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165672	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165688	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165704	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165724	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165732	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165792	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165807	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000165916	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166035	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166128	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166133	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166165	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166275	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166295	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166313	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166441	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166452	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166471	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166508	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166582	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166595	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166598	7
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166681	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166704	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166710	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166794	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166797	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166851	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166889	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166913	4
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166938	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166949	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000166986	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000167004	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000167014	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000167088	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000167193	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000167244	4
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000167283	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000167460	3
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000167470	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000167508	1
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000167526	2
PCR_cDNA	ONT	B2	GFSeeker	ENSG00000167554	1
